Waf: Entering directory `/home/kentux/git/ns-3-dev-git/build'
Waf: Leaving directory `/home/kentux/git/ns-3-dev-git/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.071s)
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0       1       10      	0.226	3.14173   
0       1       11      	0.218	3.02119   
0       1       12      	0.156	2.16328   
0       1       13      	0.414	5.81067   
0       1       14      	0.662	9.17674   
0       1       15      	0.688	9.55283   
0       1       16      	0.344	4.76445   
0       1       17      	0.782	10.841    
0       1       18      	0.514	7.10603   
0       1       19      	0.466	6.45571   
0       1       20      	0.894	12.443    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00376611  	79.2327      	0.501153   	15.4407   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.336	5.26762   
0       1       2       	0.894	13.8174   
0       1       3       	0.926	14.3436   
0       1       4       	0.958	14.8012   
0       1       5       	0.944	14.5782   
0       1       6       	0.408	6.28191   
0       1       7       	0.202	3.09372   
0       1       8       	0.826	12.7534   
0       1       9       	0.856	13.2335   
0       1       10      	0.952	14.6825   
0       1       11      	0.728	11.2284   
0       1       12      	0.084	1.28496   
0       1       13      	0.952	14.7454   
0       1       14      	0.954	14.7523   
0       1       15      	0.108	1.70022   
0       1       16      	0.986	15.2467   
0       1       17      	0.542	8.34768   
0       1       18      	0.06 	0.93752   
0       1       19      	0.58 	8.89989   
0       1       20      	0.662	10.1779   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396599  	86.7673      	0.441678   	14.6731   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.074	1.06398   
0       1       2       	0.456	6.64743   
0       1       3       	0.998	14.6623   
0       1       4       	0.776	11.3749   
0       1       5       	0.336	4.96903   
0       1       6       	0.83 	12.2391   
0       1       7       	0.944	13.8535   
0       1       8       	0.776	11.4172   
0       1       9       	0.954	14.0144   
0       1       10      	0.916	13.4465   
0       1       11      	0.956	14.026    
0       1       12      	0.952	14.0114   
0       1       13      	0.682	10.0667   
0       1       14      	0.926	13.5561   
0       1       15      	0.752	11.0341   
0       1       16      	0.522	7.65966   
0       1       17      	0.94 	13.8002   
0       1       18      	0.06 	0.892895  
0       1       19      	0.542	7.93835   
0       1       20      	0.456	6.76501   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00458503  	94.2256      	0.351541   	12.6875   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.954	12.1328   
0       1       2       	0.958	12.169    
0       1       3       	0.938	11.9076   
0       1       4       	0.174	2.21085   
0       1       5       	0.592	7.57112   
0       1       6       	0.922	11.6965   
0       1       7       	0.178	2.27796   
0       1       8       	0.932	11.8794   
0       1       9       	0.674	8.53007   
0       1       10      	0.282	3.52057   
0       1       11      	0.16 	1.97666   
0       1       12      	0.938	11.8968   
0       1       13      	0.668	8.43642   
0       1       14      	0.932	11.8474   
0       1       15      	0.948	12.0205   
0       1       16      	0.93 	11.7648   
0       1       17      	0.408	5.0986    
0       1       18      	0.354	4.59759   
0       1       19      	0.916	11.634    
0       1       20      	0.922	11.699    
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00385162  	83.6974      	0.467722   	15.0968   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.064	0.96266   
0       1       2       	0.216	3.25539   
0       1       3       	0.572	8.59297   
0       1       4       	0.3  	4.57491   
0       1       5       	0.674	10.1785   
0       1       6       	0.152	2.32403   
0       1       7       	0.772	11.7176   
0       1       8       	0.682	10.2833   
0       1       9       	0.782	11.8117   
0       1       10      	0.942	14.2579   
0       1       11      	0.532	8.14406   
0       1       12      	0.548	8.2441    
0       1       13      	0.102	1.50968   
0       1       14      	0.856	12.8987   
0       1       15      	0.752	11.4369   
0       1       16      	0.938	14.1937   
0       1       17      	0.444	6.67164   
0       1       18      	0.932	14.1087   
0       1       19      	0.268	4.03783   
0       1       20      	0.956	14.4714   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00440528  	92.8411      	0.376659   	13.239    

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.482	6.43509   
0       1       2       	0.94 	12.4808   
0       1       3       	0.474	6.25603   
0       1       4       	0.938	12.4419   
0       1       5       	0.408	5.41784   
0       1       6       	0.896	11.8259   
0       1       7       	0.042	0.555154  
0       1       8       	0.548	7.21178   
0       1       9       	0.214	2.81976   
0       1       10      	0.954	12.6289   
0       1       11      	0.322	4.28758   
0       1       12      	0.592	7.82665   
0       1       13      	0.476	6.32775   
0       1       14      	0.954	12.6298   
0       1       15      	0.896	11.8246   
0       1       16      	0.958	12.669    
0       1       17      	0.826	10.9829   
0       1       18      	0.938	12.48     
0       1       19      	0.926	12.2402   
0       1       20      	0.856	11.2555   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00396684  	86.7972      	0.44468    	14.6549   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.062	0.889862  
0       1       2       	0.896	13.1332   
0       1       3       	0.938	13.7682   
0       1       4       	0.954	13.9943   
0       1       5       	0.96 	14.086    
0       1       6       	0.846	12.434    
0       1       7       	0.926	13.5739   
0       1       8       	0.936	13.7563   
0       1       9       	0.958	14.036    
0       1       10      	0.916	13.4585   
0       1       11      	0.718	10.5029   
0       1       12      	0.89 	13.0256   
0       1       13      	0.974	14.3173   
0       1       14      	0.942	13.8609   
0       1       15      	0.05 	0.74003   
0       1       16      	0.914	13.419    
0       1       17      	0.93 	13.6721   
0       1       18      	0.226	3.39615   
0       1       19      	0.662	9.69718   
0       1       20      	0.098	1.44148   
--------- Running new experiment ---------
Downlink Cluster 0 1s
RelayID	AvgQueueWait	QueueDropRate	RequeueRate	Throughput
0      	0.00378416  	79.3251      	0.498037   	15.4191   

RelayID	ResRate	ClientID	PSR	Throughput	
0       1       1       	0.846	13.0357   
0       1       2       	0.772	11.9474   
0       1       3       	0.268	4.05659   
0       1       4       	0.514	7.9293    
0       1       5       	0.772	11.9567   
0       1       6       	0.354	5.52517   
0       1       7       	0.678	10.3541   
0       1       8       	0.466	7.14789   
0       1       9       	0.232	3.59122   
0       1       10      	0.952	14.6712   
0       1       11      	0.93 	14.31     
0       1       12      	0.952	14.6381   
0       1       13      	0.068	1.06788   
0       1       14      	0.728	11.189    
0       1       15      	0.916	14.0976   
0       1       16      	0.964	14.8734   
0       1       17      	0.952	14.6374   
0       1       18      	0.456	6.9992    
0       1       19      	0.974	14.989    
0       1       20      	0.054	0.840758  
--------- Running new experiment ---------
